Ticker,Company Name,Sector,Price (INR),Change %,P/E Ratio,ROE %,Market Cap (Cr)
"RELITEC3123","Reliance Technologies C3123","Pharma",4424.05,0.47,9.3,2.9,63241
"SUNINF3124","Sun Infrastructure D3124","Energy",4705.51,-0.41,28.5,20.8,149231
"VEDAHOL3125","Vedanta Holdings E3125","Automobile",1871.01,0.87,50.3,23.4,378532
"LARSPOW3126","Larsen Power F3126","Consumer Goods",1127.65,-1.34,22.2,29.8,400873
"VEDAIND3127","Vedanta Industries G3127","IT",4404.23,0.27,51.4,6.4,45296
"TITAFMC3128","Titan FMCG H3128","Banking",3374.37,0.54,20.2,1.3,261948
"BAJALAB3129","Bajaj Labs I3129","Pharma",604.11,1.11,18.3,9.5,471500
"TITACAP3130","Titan Capital J3130","Energy",3429.40,0.13,46.8,5.1,457275
"MARUENT3131","Maruti Enterprises K3131","Automobile",2339.99,-0.52,29.1,34.1,445461
"ADANPOW3132","Adani Power L3132","Consumer Goods",250.54,6.83,26.1,33.8,462807
"KOTACAP3133","Kotak Capital M3133","IT",4920.10,0.19,50.7,5.0,39593
"GODRCAP3134","Godrej Capital N3134","Banking",2550.68,0.26,44.3,31.4,332914
"HINDLAB3135","Hindalco Labs O3135","Pharma",3698.50,0.62,42.1,4.2,391911
"CIPLSOF3136","Cipla Software P3136","Energy",2754.04,-0.16,44.7,23.2,139582
"ITCVEN3137","ITC Ventures Q3137","Automobile",1278.14,-0.27,57.1,14.7,19594
"VEDAVEN3138","Vedanta Ventures R3138","Consumer Goods",1648.58,0.76,40.2,6.8,415733
"SUNVEN3139","Sun Ventures S3139","IT",2540.20,0.78,13.4,2.2,349148
"TITAENT3140","Titan Enterprises T3140","Banking",1679.59,1.15,45.7,30.9,398667
"AXISVEN3141","Axis Ventures U3141","Pharma",3041.83,0.37,5.7,8.3,376870
"ITCIND3142","ITC Industries V3142","Energy",5047.31,-0.20,63.8,10.8,209084
"AXISENT3143","Axis Enterprises W3143","Automobile",3250.35,0.46,30.2,0.8,154233
"WIPRCAP3144","Wipro Capital X3144","Consumer Goods",474.42,1.43,33.2,23.3,3176
"AXISENT3145","Axis Enterprises Y3145","IT",1470.30,-1.13,59.7,17.7,343581
"ICICFMC3146","ICICI FMCG Z3146","Banking",2039.88,-0.76,51.5,5.3,442905
"KOTAVEN3147","Kotak Ventures A3147","Pharma",2877.31,0.06,24.8,20.5,107738
"INFOAUT3148","Infosys Automotive B3148","Energy",4610.92,0.35,69.6,16.4,161005
"HDFCVEN3149","HDFC Ventures C3149","Automobile",2702.09,0.21,59.4,23.7,467710
"AXISENT3150","Axis Enterprises D3150","Consumer Goods",2576.59,0.44,44.2,28.9,300293
"TATASOL3151","Tata Solutions E3151","IT",4181.79,-0.35,33.8,10.1,310642
"AUROIND3152","Aurobindo Industries F3152","Banking",2187.81,-0.73,65.6,1.5,252261
"MAHISOF3153","Mahindra Software G3153","Pharma",2942.45,-0.44,43.3,16.6,212294
"NTPCPHA3154","NTPC Pharmaceuticals H3154","Energy",422.26,3.08,6.4,32.5,118064
"HINDSOF3155","Hindalco Software I3155","Automobile",4399.98,0.02,52.5,10.6,225283
"AIRTENT3156","Airtel Enterprises J3156","Consumer Goods",4375.65,0.21,56.2,5.3,228034
"MARUFMC3157","Maruti FMCG K3157","IT",2533.43,-0.52,69.8,14.6,49354
"AUROFMC3158","Aurobindo FMCG L3158","Banking",3328.91,-0.28,36.6,11.5,280235
"TATAPHA3159","Tata Pharmaceuticals M3159","Pharma",4704.76,-0.18,45.3,28.9,428628
"HINDTEC3160","Hindalco Technologies N3160","Energy",2087.96,-1.14,17.6,14.5,323376
"ICICSOF3161","ICICI Software O3161","Automobile",1207.66,0.93,37.2,29.0,75154
"CIPLDIG3162","Cipla Digital P3162","Consumer Goods",4301.93,0.10,25.8,12.3,322488
"MAHIENT3163","Mahindra Enterprises Q3163","IT",400.80,6.62,27.1,27.0,292191
"INFOIND3164","Infosys Industries R3164","Banking",4448.39,-0.28,60.2,2.6,292016
"MAHIVEN3165","Mahindra Ventures S3165","Pharma",4700.34,0.48,58.7,23.0,381159
"LARSHOL3166","Larsen Holdings T3166","Energy",1086.56,1.38,28.6,24.0,411217
"RELIHOL3167","Reliance Holdings U3167","Automobile",3317.52,-0.02,19.6,8.7,50705
"BAJADIG3168","Bajaj Digital V3168","Consumer Goods",248.75,-6.43,45.8,17.7,177581
"SUNVEN3169","Sun Ventures W3169","IT",508.88,4.24,39.6,27.8,435413
"AUROHOL3170","Aurobindo Holdings X3170","Banking",4813.55,0.51,59.9,29.7,160958
"HDFCIND3171","HDFC Industries Y3171","Pharma",4722.33,-0.47,20.1,1.7,465092
"CIPLPOW3172","Cipla Power Z3172","Energy",370.44,-4.81,55.4,4.5,350249
"ICICIND3173","ICICI Industries A3173","Automobile",263.19,2.47,14.9,20.9,13535
"GODRENT3174","Godrej Enterprises B3174","Consumer Goods",349.99,3.07,25.4,22.2,174268
"HINDIND3175","Hindalco Industries C3175","IT",4680.55,-0.50,10.5,25.6,274607
"LARSHOL3176","Larsen Holdings D3176","Banking",1422.80,-1.68,65.7,14.1,379705
"BAJAGLO3177","Bajaj Global E3177","Pharma",3439.01,-0.14,41.5,10.2,422863
"AXISVEN3178","Axis Ventures F3178","Energy",5001.38,-0.26,62.0,20.5,305544
"AUROHOL3179","Aurobindo Holdings G3179","Automobile",3589.59,-0.16,34.4,21.9,401423
"INFOIND3180","Infosys Industries H3180","Consumer Goods",2157.09,0.30,38.3,28.4,20934
"ITCPHA3181","ITC Pharmaceuticals I3181","IT",1551.17,-1.34,51.5,3.8,114070
"WIPRENT3182","Wipro Enterprises J3182","Banking",266.17,7.40,29.6,2.7,215602
"MAHIFMC3183","Mahindra FMCG K3183","Pharma",4897.95,-0.33,55.0,15.4,447840
"ADANCAP3184","Adani Capital L3184","Energy",1294.10,0.39,41.9,22.5,353236
"LARSIND3185","Larsen Industries M3185","Automobile",1317.79,-1.82,27.1,13.6,21203
"CIPLTEC3186","Cipla Technologies N3186","Consumer Goods",2682.01,0.79,37.7,0.6,266616
"KOTAPOW3187","Kotak Power O3187","IT",2686.62,0.07,41.5,29.7,451500
"VEDAINF3188","Vedanta Infrastructure P3188","Banking",4844.37,-0.03,48.8,23.5,290807
"LARSENT3189","Larsen Enterprises Q3189","Pharma",4322.12,-0.05,54.8,23.5,268267
"AXISFMC3190","Axis FMCG R3190","Energy",2209.52,0.95,55.5,6.7,450199
"MAHIDIG3191","Mahindra Digital S3191","Automobile",1466.22,0.19,31.8,27.0,475848
"HDFCLAB3192","HDFC Labs T3192","Consumer Goods",1626.42,-1.32,13.5,11.8,127783
"NTPCSOL3193","NTPC Solutions U3193","IT",1969.95,-0.95,25.5,22.0,423822
"CIPLSOL3194","Cipla Solutions V3194","Banking",1779.84,0.12,41.3,27.8,421511
"MAHIDIG3195","Mahindra Digital W3195","Pharma",3187.41,0.06,18.6,8.6,274068
"VEDAIND3196","Vedanta Industries X3196","Energy",1741.91,1.37,19.3,27.5,761
"ADANTEC3197","Adani Technologies Y3197","Automobile",1373.74,1.36,20.5,1.4,83090
"ADANSOL3198","Adani Solutions Z3198","Consumer Goods",1010.23,-0.32,13.2,11.8,161099
"AXISSOF3199","Axis Software A3199","IT",563.34,-0.54,25.2,27.6,138606
"AIRTPOW3200","Airtel Power B3200","Banking",629.16,-3.67,18.0,7.9,221430
"RELISOL3201","Reliance Solutions C3201","Pharma",4621.80,-0.04,26.3,5.6,215780
"BAJACAP3202","Bajaj Capital D3202","Energy",3728.93,-0.25,61.1,15.9,234599
"BAJASOL3203","Bajaj Solutions E3203","Automobile",1354.53,-0.17,8.8,8.6,158831
"HINDGLO3204","Hindalco Global F3204","Consumer Goods",3349.73,-0.42,35.8,12.9,335189
"INFOINF3205","Infosys Infrastructure G3205","IT",974.62,0.06,26.4,9.3,177893
"KOTAPOW3206","Kotak Power H3206","Banking",4742.37,0.19,22.1,5.4,350337
"VEDAPHA3207","Vedanta Pharmaceuticals I3207","Pharma",3829.42,0.25,25.6,4.0,57619
"SUNAUT3208","Sun Automotive J3208","Energy",685.24,-1.66,42.1,9.3,97993
"HINDTEC3209","Hindalco Technologies K3209","Automobile",3369.59,-0.53,38.5,24.3,52856
"GODRDIG3210","Godrej Digital L3210","Consumer Goods",1573.25,-0.11,69.0,29.5,433994
"BAJAPOW3211","Bajaj Power M3211","IT",913.11,2.16,50.7,31.4,50995
"NTPCVEN3212","NTPC Ventures N3212","Banking",3399.93,0.17,41.4,19.6,263101
"MAHISOF3213","Mahindra Software O3213","Pharma",1319.58,1.82,8.3,31.5,440399
"NTPCTEC3214","NTPC Technologies P3214","Energy",2865.21,0.08,64.2,34.0,456531
"HINDGLO3215","Hindalco Global Q3215","Automobile",3692.42,0.44,61.9,34.2,150373
"INFOSOF3216","Infosys Software R3216","Consumer Goods",1087.80,-1.56,30.3,20.7,72219
"VEDAVEN3217","Vedanta Ventures S3217","IT",2059.75,-0.78,37.1,16.0,310338
"VEDAFMC3218","Vedanta FMCG T3218","Banking",3249.77,0.72,24.5,19.8,178668
"TITALAB3219","Titan Labs U3219","Pharma",2858.82,-0.86,29.2,11.2,99722
"BIOCPHA3220","Biocon Pharmaceuticals V3220","Energy",2699.41,0.40,30.0,33.8,430696
"VEDAIND3221","Vedanta Industries W3221","Automobile",2513.82,0.34,35.1,15.9,112586
"GODRAUT3222","Godrej Automotive X3222","Consumer Goods",3133.42,-0.32,35.4,30.2,138865
"WIPRCAP3223","Wipro Capital Y3223","IT",4461.52,-0.40,52.5,22.2,225
"CIPLTEC3224","Cipla Technologies Z3224","Banking",635.60,-0.82,37.4,9.2,317399
"CIPLPHA3225","Cipla Pharmaceuticals A3225","Pharma",343.66,-6.66,14.2,32.4,253872
"LARSPOW3226","Larsen Power B3226","Energy",591.75,-3.99,14.3,20.8,495709
"HINDIND3227","Hindalco Industries C3227","Automobile",5071.75,-0.23,30.0,28.1,432965
"INFOFMC3228","Infosys FMCG D3228","Consumer Goods",2058.75,1.06,48.9,18.1,457748
"MARUHOL3229","Maruti Holdings E3229","IT",1018.68,1.24,67.2,18.7,90008
"AXISGLO3230","Axis Global F3230","Banking",3727.46,-0.65,42.5,24.6,494883
"WIPRSOF3231","Wipro Software G3231","Pharma",4161.17,0.58,9.9,2.9,332895
"BAJAPOW3232","Bajaj Power H3232","Energy",3193.90,0.55,11.0,14.9,250050
"BIOCVEN3233","Biocon Ventures I3233","Automobile",3682.68,-0.07,30.9,31.8,467307
"CIPLIND3234","Cipla Industries J3234","Consumer Goods",3394.54,-0.26,60.1,10.3,458946
"MAHIGLO3235","Mahindra Global K3235","IT",3396.82,0.39,19.1,24.1,276947
"BAJASOF3236","Bajaj Software L3236","Banking",4616.32,-0.22,60.0,30.3,240035
"WIPRSOF3237","Wipro Software M3237","Pharma",3452.65,-0.70,32.3,5.4,35352
"ICICVEN3238","ICICI Ventures N3238","Energy",4593.23,-0.23,33.7,27.0,236190
"TATATEC3239","Tata Technologies O3239","Automobile",2692.23,0.81,68.9,7.2,36258
"BIOCGLO3240","Biocon Global P3240","Consumer Goods",1766.16,-0.34,51.6,34.2,268847
"LARSSOL3241","Larsen Solutions Q3241","IT",4905.88,-0.47,25.0,21.5,345689
"HDFCAUT3242","HDFC Automotive R3242","Banking",4993.06,-0.07,21.0,13.5,272446
"SUNHOL3243","Sun Holdings S3243","Pharma",3053.60,-0.15,67.9,32.8,497244
"SUNFMC3244","Sun FMCG T3244","Energy",4497.38,-0.22,52.1,32.7,419398
"ADANSOF3245","Adani Software U3245","Automobile",1622.49,-1.40,17.5,2.6,433024
"BIOCDIG3246","Biocon Digital V3246","Consumer Goods",337.04,-3.94,45.4,27.8,340240
"NTPCSOF3247","NTPC Software W3247","IT",4361.87,0.45,36.5,0.7,41635
"MARULAB3248","Maruti Labs X3248","Banking",3048.34,-0.20,5.4,29.9,174583
"SUNSOF3249","Sun Software Y3249","Pharma",1655.32,0.79,63.6,1.4,3332
"INFOTEC3250","Infosys Technologies Z3250","Energy",1229.58,1.70,65.8,12.1,25777
"AUROSOL3251","Aurobindo Solutions A3251","Automobile",2751.93,-0.11,45.1,16.3,91989
"CIPLENT3252","Cipla Enterprises B3252","Consumer Goods",3610.69,0.11,52.1,25.1,104639
"HINDPHA3253","Hindalco Pharmaceuticals C3253","IT",2936.73,0.85,66.9,23.4,66223
"BAJAVEN3254","Bajaj Ventures D3254","Banking",1132.87,-1.02,69.4,32.8,4848
"NTPCENT3255","NTPC Enterprises E3255","Pharma",3631.19,0.61,5.0,18.1,302441
"TATADIG3256","Tata Digital F3256","Energy",4420.98,0.14,56.2,31.4,135352
"AXISINF3257","Axis Infrastructure G3257","Automobile",3183.64,0.47,59.9,27.0,445339
"AUROPHA3258","Aurobindo Pharmaceuticals H3258","Consumer Goods",2813.06,0.69,5.7,12.1,205828
"BIOCLAB3259","Biocon Labs I3259","IT",3042.05,0.60,37.0,2.9,234774
"INFOPHA3260","Infosys Pharmaceuticals J3260","Banking",768.28,0.32,46.6,27.5,101188
"ITCAUT3261","ITC Automotive K3261","Pharma",4650.73,0.34,33.3,2.0,13777
"TATACAP3262","Tata Capital L3262","Energy",324.17,3.90,36.1,21.6,103373
"INFOINF3263","Infosys Infrastructure M3263","Automobile",4300.38,-0.19,66.4,29.3,317857
"ITCTEC3264","ITC Technologies N3264","Consumer Goods",3111.21,0.48,21.2,21.6,342273
"BAJAENT3265","Bajaj Enterprises O3265","IT",2563.77,-0.11,62.1,25.7,206782
"NTPCFMC3266","NTPC FMCG P3266","Banking",5011.03,-0.20,62.2,17.6,378352
"BIOCIND3267","Biocon Industries Q3267","Pharma",3835.15,0.37,44.7,31.6,208055
"WIPRENT3268","Wipro Enterprises R3268","Energy",2702.68,-0.13,48.5,8.3,188421
"BAJAPHA3269","Bajaj Pharmaceuticals S3269","Automobile",1185.21,0.16,34.3,30.6,152639
"HINDVEN3270","Hindalco Ventures T3270","Consumer Goods",1553.90,1.04,64.1,12.4,293250
"NTPCIND3271","NTPC Industries U3271","IT",2259.87,1.09,50.1,16.8,151599
"INFOGLO3272","Infosys Global V3272","Banking",1814.61,-0.20,26.2,8.4,421454
"BIOCCAP3273","Biocon Capital W3273","Pharma",2061.91,-1.03,20.2,29.1,340148
"RELISOL3274","Reliance Solutions X3274","Energy",2693.88,0.45,21.9,11.1,185644
"SUNIND3275","Sun Industries Y3275","Automobile",2635.21,0.25,9.9,12.5,94041
"BAJASOL3276","Bajaj Solutions Z3276","Consumer Goods",3411.55,0.70,45.3,23.7,445455
"MARUGLO3277","Maruti Global A3277","IT",3951.11,0.34,41.8,5.5,108298
"TITASOL3278","Titan Solutions B3278","Banking",3380.96,0.27,41.2,7.1,205650
"NTPCSOF3279","NTPC Software C3279","Pharma",2554.21,-0.28,13.9,25.2,319609
"AIRTGLO3280","Airtel Global D3280","Energy",1289.52,-0.29,38.7,1.8,304623
"AXISHOL3281","Axis Holdings E3281","Automobile",3156.30,0.31,52.0,25.4,379909
"TATAVEN3282","Tata Ventures F3282","Consumer Goods",2450.55,0.53,48.2,9.2,103800
"AIRTPOW3283","Airtel Power G3283","IT",4683.41,0.20,60.5,3.5,76576
"HDFCSOF3284","HDFC Software H3284","Banking",542.63,1.49,12.0,22.3,457605
"AUROVEN3285","Aurobindo Ventures I3285","Pharma",4786.17,0.35,14.5,31.8,194146
"SUNIND3286","Sun Industries J3286","Energy",1479.00,-1.28,36.6,8.2,429189
"KOTALAB3287","Kotak Labs K3287","Automobile",1443.23,-0.40,39.7,26.6,4585
"GODRLAB3288","Godrej Labs L3288","Consumer Goods",1689.69,-0.59,31.5,28.0,85445
"AIRTDIG3289","Airtel Digital M3289","IT",1199.89,-0.78,10.0,34.5,136956
"TATAAUT3290","Tata Automotive N3290","Banking",2689.56,-0.62,62.6,26.6,401332
"RELIENT3291","Reliance Enterprises O3291","Pharma",2923.02,-0.37,43.5,3.9,201248
"RELILAB3292","Reliance Labs P3292","Energy",208.09,3.54,28.3,11.9,42484
"HINDAUT3293","Hindalco Automotive Q3293","Automobile",1864.95,0.88,46.7,16.4,85749
"GODRENT3294","Godrej Enterprises R3294","Consumer Goods",3181.21,-0.17,50.8,2.3,419016
"LARSVEN3295","Larsen Ventures S3295","IT",3419.52,0.55,31.1,28.8,221898
"WIPRDIG3296","Wipro Digital T3296","Banking",2824.31,-0.59,40.5,5.6,134049
"AXISAUT3297","Axis Automotive U3297","Pharma",4865.63,0.15,24.4,28.8,144736
"SUNGLO3298","Sun Global V3298","Energy",870.51,-1.65,37.7,31.0,224039
"WIPRSOL3299","Wipro Solutions W3299","Automobile",2078.68,0.59,54.1,15.0,154650
"BIOCSOF3300","Biocon Software X3300","Consumer Goods",1498.16,0.74,49.9,0.8,392939
"LARSSOF3301","Larsen Software Y3301","IT",1139.18,-0.23,30.5,27.9,478995
"MAHIIND3302","Mahindra Industries Z3302","Banking",2318.93,0.05,45.4,7.3,85542
"MAHIAUT3303","Mahindra Automotive A3303","Pharma",4009.69,0.24,20.6,16.6,312175
"INFOFMC3304","Infosys FMCG B3304","Energy",423.66,6.18,37.5,3.4,142648
"MARUAUT3305","Maruti Automotive C3305","Automobile",3736.92,-0.61,56.5,5.0,498911
"ICICVEN3306","ICICI Ventures D3306","Consumer Goods",2215.91,0.22,45.7,16.9,311231
"HDFCCAP3307","HDFC Capital E3307","IT",954.61,-0.55,49.9,6.0,274711
"ITCSOL3308","ITC Solutions F3308","Banking",1362.04,1.70,5.9,31.7,470315
"CIPLLAB3309","Cipla Labs G3309","Pharma",2416.20,0.09,33.0,32.8,416595
"CIPLSOF3310","Cipla Software H3310","Energy",3466.05,0.08,64.6,15.2,375342
"GODRCAP3311","Godrej Capital I3311","Automobile",1768.24,-0.33,16.6,26.6,472028
"INFOSOL3312","Infosys Solutions J3312","Consumer Goods",3917.51,0.36,49.2,16.4,435148
"BAJAAUT3313","Bajaj Automotive K3313","IT",881.85,1.73,40.6,17.6,428665
"BAJADIG3314","Bajaj Digital L3314","Banking",2716.98,-0.44,54.3,30.2,460942
"MAHISOL3315","Mahindra Solutions M3315","Pharma",2071.46,-0.16,67.6,25.6,213092
"RELIFMC3316","Reliance FMCG N3316","Energy",4747.00,-0.39,57.0,12.7,358544
"INFOVEN3317","Infosys Ventures O3317","Automobile",1632.57,-1.50,35.5,10.7,460368
"MAHIPOW3318","Mahindra Power P3318","Consumer Goods",3960.06,-0.62,54.6,20.1,179664
"ADANENT3319","Adani Enterprises Q3319","IT",3678.59,-0.36,58.1,34.4,122706
"HDFCSOL3320","HDFC Solutions R3320","Banking",4381.07,-0.35,28.5,3.7,50092
"KOTAFMC3321","Kotak FMCG S3321","Pharma",3640.96,0.09,26.3,18.6,159587
"MAHIINF3322","Mahindra Infrastructure T3322","Energy",547.81,-3.75,50.0,14.9,106198
"ADANENT3323","Adani Enterprises U3323","Automobile",233.53,2.23,47.6,32.3,166615
"TITAVEN3324","Titan Ventures V3324","Consumer Goods",4275.93,0.01,18.8,0.7,96005
"CIPLCAP3325","Cipla Capital W3325","IT",4643.40,0.13,35.8,10.7,293230
"TATALAB3326","Tata Labs X3326","Banking",4293.78,0.37,41.2,19.5,189001
"HDFCHOL3327","HDFC Holdings Y3327","Pharma",4785.98,0.50,10.5,10.1,214632
"TATAFMC3328","Tata FMCG Z3328","Energy",2654.74,0.70,46.7,28.5,365866
"SUNFMC3329","Sun FMCG A3329","Automobile",3033.80,-0.25,34.0,29.3,35547
"RELIGLO3330","Reliance Global B3330","Consumer Goods",274.80,-4.15,8.0,1.8,393043
"MARUIND3331","Maruti Industries C3331","IT",870.21,1.65,33.7,16.3,4214
"NTPCPHA3332","NTPC Pharmaceuticals D3332","Banking",1647.94,-1.05,64.4,17.6,437751
"MAHITEC3333","Mahindra Technologies E3333","Pharma",4299.39,0.09,30.4,4.6,248511
"MARUTEC3334","Maruti Technologies F3334","Energy",2839.14,-0.30,10.2,29.7,455733
"RELIGLO3335","Reliance Global G3335","Automobile",3583.98,-0.36,68.9,15.5,269197
"RELITEC3336","Reliance Technologies H3336","Consumer Goods",1467.03,1.72,31.3,28.9,374129
"BIOCDIG3337","Biocon Digital I3337","IT",2431.47,0.32,68.5,32.6,150912
"AXISPOW3338","Axis Power J3338","Banking",3243.65,-0.40,6.3,16.2,394569
"BAJAAUT3339","Bajaj Automotive K3339","Pharma",4953.04,0.05,56.8,23.5,229872
"BIOCSOF3340","Biocon Software L3340","Energy",3238.17,-0.72,31.9,27.9,120258
"KOTAHOL3341","Kotak Holdings M3341","Automobile",2006.10,-0.68,51.7,10.9,334177
"TITASOF3342","Titan Software N3342","Consumer Goods",4477.67,-0.05,63.0,30.2,277846
"BAJASOL3343","Bajaj Solutions O3343","IT",1358.70,1.28,11.8,9.5,49020
"HINDENT3344","Hindalco Enterprises P3344","Banking",2990.18,0.35,29.0,22.8,163578
"ADANHOL3345","Adani Holdings Q3345","Pharma",4395.40,0.18,35.0,3.6,347935
"KOTAPHA3346","Kotak Pharmaceuticals R3346","Energy",726.99,-2.89,49.4,14.9,194962
"AUROENT3347","Aurobindo Enterprises S3347","Automobile",4488.19,0.23,10.3,23.4,411930
"HDFCFMC3348","HDFC FMCG T3348","Consumer Goods",4567.39,0.07,21.8,7.8,467193
"ITCENT3349","ITC Enterprises U3349","IT",2476.84,0.72,54.7,18.8,143933
"MARUDIG3350","Maruti Digital V3350","Banking",1591.57,-0.94,67.6,20.5,282807
"AIRTPHA3351","Airtel Pharmaceuticals W3351","Pharma",4918.81,0.42,29.6,33.9,323993
"KOTAINF3352","Kotak Infrastructure X3352","Energy",1574.33,0.72,22.4,14.8,197265
"BIOCENT3353","Biocon Enterprises Y3353","Automobile",4397.10,0.24,38.5,18.9,70191
"HINDCAP3354","Hindalco Capital Z3354","Consumer Goods",1047.96,-1.90,20.7,22.3,337701
"TITAVEN3355","Titan Ventures A3355","IT",1461.17,1.61,41.9,27.6,417433
"INFOIND3356","Infosys Industries B3356","Banking",100.52,2.74,20.4,8.7,133774
"LARSPOW3357","Larsen Power C3357","Pharma",3297.41,0.64,25.0,32.8,256889
"NTPCINF3358","NTPC Infrastructure D3358","Energy",1589.32,0.25,17.4,12.2,424825
"VEDADIG3359","Vedanta Digital E3359","Automobile",3552.20,-0.22,43.8,21.3,43705
"SUNPOW3360","Sun Power F3360","Consumer Goods",4394.12,-0.46,5.1,28.0,165352
"AIRTPHA3361","Airtel Pharmaceuticals G3361","IT",2626.68,0.88,27.7,6.0,175436
"MARUCAP3362","Maruti Capital H3362","Banking",102.29,9.60,12.6,34.2,470051
"AIRTDIG3363","Airtel Digital I3363","Pharma",2976.50,-0.67,39.6,6.1,184920
"VEDADIG3364","Vedanta Digital J3364","Energy",4669.19,0.28,42.9,19.4,496216
"ICICPOW3365","ICICI Power K3365","Automobile",3244.68,0.04,68.6,30.9,164720
"CIPLFMC3366","Cipla FMCG L3366","Consumer Goods",2881.93,-0.49,28.3,27.7,223968
"TATAFMC3367","Tata FMCG M3367","IT",865.89,-2.03,7.4,20.5,438874
"AUROFMC3368","Aurobindo FMCG N3368","Banking",2220.43,-0.45,11.9,3.1,354589
"ITCGLO3369","ITC Global O3369","Pharma",518.99,1.47,18.6,26.1,6679
"HINDDIG3370","Hindalco Digital P3370","Energy",4856.02,0.20,59.6,13.3,63027
"HINDVEN3371","Hindalco Ventures Q3371","Automobile",206.78,-0.03,9.1,31.7,57438
"WIPRVEN3372","Wipro Ventures R3372","Consumer Goods",3773.46,-0.63,60.8,0.3,183760
"MAHIPOW3373","Mahindra Power S3373","IT",4386.53,-0.14,50.9,12.6,415604
"BAJAIND3374","Bajaj Industries T3374","Banking",4988.97,0.42,69.5,13.1,120717
"RELIVEN3375","Reliance Ventures U3375","Pharma",727.75,3.24,22.1,9.9,42713
"ITCSOL3376","ITC Solutions V3376","Energy",1786.27,0.33,60.7,29.0,176958
"WIPRTEC3377","Wipro Technologies W3377","Automobile",2716.72,0.06,11.4,26.6,237733
"GODRDIG3378","Godrej Digital X3378","Consumer Goods",2580.55,-0.09,20.4,21.1,136749
"GODRPOW3379","Godrej Power Y3379","IT",5043.54,0.41,19.2,32.3,392364
"ITCPHA3380","ITC Pharmaceuticals Z3380","Banking",4939.90,0.40,30.0,34.0,37498
"INFOIND3381","Infosys Industries A3381","Pharma",5066.53,0.27,25.9,21.3,174289
"KOTADIG3382","Kotak Digital B3382","Energy",2885.24,-0.25,57.7,23.9,97871
"ADANPOW3383","Adani Power C3383","Automobile",4995.55,0.11,33.9,7.1,489934
"KOTAENT3384","Kotak Enterprises D3384","Consumer Goods",2054.80,0.59,13.2,14.5,216645
"AIRTPHA3385","Airtel Pharmaceuticals E3385","IT",4618.05,-0.30,12.5,8.3,398404
"LARSVEN3386","Larsen Ventures F3386","Banking",2072.39,0.17,24.6,33.7,419514
"VEDAFMC3387","Vedanta FMCG G3387","Pharma",4523.23,-0.26,6.8,12.7,288177
"WIPRFMC3388","Wipro FMCG H3388","Energy",3816.37,0.27,15.0,26.9,288604
"AXISENT3389","Axis Enterprises I3389","Automobile",453.27,3.19,56.1,7.9,54906
"MAHIPHA3390","Mahindra Pharmaceuticals J3390","Consumer Goods",1203.25,-1.45,12.5,27.8,215945
"WIPRAUT3391","Wipro Automotive K3391","IT",3028.01,0.36,57.8,15.7,429570
"LARSINF3392","Larsen Infrastructure L3392","Banking",2720.64,-0.89,30.5,32.9,142769
"SUNCAP3393","Sun Capital M3393","Pharma",1369.84,-0.42,22.6,31.9,47095
"TITAVEN3394","Titan Ventures N3394","Energy",4992.39,-0.17,48.7,25.1,175605
"HINDVEN3395","Hindalco Ventures O3395","Automobile",4118.17,-0.05,34.9,14.5,452629
"ICICFMC3396","ICICI FMCG P3396","Consumer Goods",4441.35,-0.34,11.1,26.5,360754
"VEDAVEN3397","Vedanta Ventures Q3397","IT",3736.71,0.04,69.0,2.2,40160
"VEDAGLO3398","Vedanta Global R3398","Banking",3258.02,-0.73,55.1,13.6,408578
"ADANGLO3399","Adani Global S3399","Pharma",1915.46,0.31,17.5,0.6,260253
"MARUSOF3400","Maruti Software T3400","Energy",2222.89,0.77,62.0,4.9,475343
"MAHIFMC3401","Mahindra FMCG U3401","Automobile",3255.16,0.18,66.9,33.8,359950
"HINDDIG3402","Hindalco Digital V3402","Consumer Goods",1566.12,-0.82,19.5,25.1,490139
